T_T0_s,latitude,longitude,power,Predictions
1946.4913257737599,51.756103000000024,-1.2632320000000008,-138.1427209503764,2570.3787284819746
1947.4913646407797,51.756103000000024,-1.2632320000000008,-256.42193161427093,784.6752825203857
1948.4913972660404,51.756103000000024,-1.2632323599999997,-143.86693162879055,820.3384464676337
1949.4914311977607,51.756103000000024,-1.2632329999999998,-121.6510410543334,463.72255443589415
1950.4914125963603,51.756103000000024,-1.2632329999999998,-110.49196702289997,-190.3708510555943
1951.49134472814,51.756103000000024,-1.2632329999999998,9.359460762406231,876.7306604457398
1952.4912645813397,51.756103000000024,-1.2632329999999998,41.086567755113514,1153.0192378733789
1953.4913032432803,51.756103000000024,-1.2632329999999998,-67.37189251214826,241.5072008164243
1954.4913290116401,51.756103000000024,-1.2632329999999998,46.53402988885891,809.8450252773074
1955.4913003345805,51.756103000000024,-1.2632329999999998,60.46218934232298,1531.6085587729942
1956.49132118668,51.756103000000024,-1.2632329999999998,94.09145099913873,453.0297512109227
1957.49131552668,51.75610265999997,-1.2632329999999998,62.509194221742206,938.9861545499505
1958.4913541361195,51.75610251999997,-1.2632329999999998,-42.10647260038351,861.4163788210064
1959.4912417408998,51.75610158000001,-1.2632329999999998,3698.8903706158953,-10.380096250783652
1960.4912326094804,51.75609705999998,-1.2632325800000008,14399.665271118722,5456.412971192438
1961.4912711235406,51.75608577999999,-1.2632314999999985,30222.11315958075,16177.02930231217
1962.4913096806204,51.75606718,-1.2632299000000007,28024.053685813895,30677.244057686417
1963.4913481994997,51.756042900000004,-1.2632278000000006,42561.71327326255,20312.543337698957
1964.4913867612593,51.75601314000003,-1.2632253199999994,45888.65604592711,40149.309544535274
1965.4914233156203,51.755978719999995,-1.2632225399999997,-1280.620688483185,35211.54858163296
1966.49142401182,51.75594517999999,-1.2632204199999988,-17992.955293603936,-23563.96033815359
1967.4913756606197,51.75591472000001,-1.2632191199999996,-33246.19089875998,-19230.547682444765
